x,y,z,th,uwb_x,uwb_y,uwb_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8333319993391876e-15,1.8472225490258946e-13,0.024999999999510122,-5.988688873508947e-15,0.020000000000006835,1.8472225490258946e-13,0.024999999999510122
6.8333286112073986e-15,1.8536317896676207e-13,0.024999999999510122,-5.988719306208284e-15,-0.029999999999993164,-0.029999999999814637,0.044999999999510126
6.833323952526189e-15,1.8600410353569412e-13,0.024999999999510122,-5.988749736807044e-15,6.833323952526189e-15,-0.029999999999813995,0.024999999999510122
6.833320140877926e-15,1.8664502787133477e-13,0.024999999999510122,-5.988780131439537e-15,0.010000000000006833,-0.009999999999813354,0.044999999999510126
6.833317176262611e-15,1.8728595240150097e-13,0.024999999999510122,-5.9888105722746815e-15,-0.029999999999993164,-0.019999999999812713,0.024999999999510122
6.833317176262611e-15,1.8728595240150097e-13,0.024999999999510122,-5.9888105722746815e-15,-0.029999999999993164,-0.019999999999812713,0.024999999999510122
6.833317176262611e-15,1.8728595240150097e-13,0.024999999999510122,-5.9888105722746815e-15,-0.029999999999993164,-0.019999999999812713,0.024999999999510122
9.51901802541197e-06,1.9715763960897925e-13,1.2217714672266011,2.0122815962373226e-14,0.02000951901802541,-0.02999999999980284,1.201771467226601
9.6223892369787e-06,1.971583168402701e-13,1.2242541249407042,2.012468673546556e-14,-0.01999037761076302,-0.019999999999802842,1.1942541249407042
9.6223892369787e-06,1.971583168402701e-13,1.2242541249407042,2.012468673546556e-14,-0.01999037761076302,-0.019999999999802842,1.1942541249407042
1.2024602711978227,2.456154289109651e-13,1.258459569701662,2.0150640413754455e-14,1.2024602711978227,0.020000000000245616,1.228459569701662
1.2412040252798033,2.4717674428510533e-13,1.2585260426720986,2.0150695763545228e-14,1.2112040252798033,0.020000000000247178,1.2685260426720986
1.2412040252798033,2.4717674428510533e-13,1.2585260426720986,2.0150695763545228e-14,1.2112040252798033,0.020000000000247178,1.2685260426720986
2.1308414020320297,-1.2446174761673843,1.2594198897529305,0.0002510923330051811,2.10084140203203,-1.2446174761673843,1.2294198897529305
2.132713732122433,-1.2835080294091907,1.2594213789200328,0.00025425788695204255,2.142713732122433,-1.3135080294091908,1.2794213789200328
2.132713732122433,-1.2835080294091907,1.2594213789200328,0.00025425788695204255,2.142713732122433,-1.3135080294091908,1.2794213789200328
3.369121847137815,-2.167890603967255,1.2594094096165613,7.021161213184107e-05,3.349121847137815,-2.177890603967255,1.2494094096165613
3.407945468665637,-2.1698569479927303,1.2594079490235468,6.731324763243628e-05,3.3779454686656374,-2.1598569479927305,1.2494079490235468
3.407945468665637,-2.1698569479927303,1.2594079490235468,6.731324763243628e-05,3.3779454686656374,-2.1598569479927305,1.2494079490235468
4.288803967466448,-1.0239473885759338,1.2593484632795002,-0.00023186788692598987,4.278803967466448,-1.0239473885759338,1.2693484632795002
4.288803967466448,-1.0239473885759338,1.2593484632795002,-0.00023186788692598987,4.278803967466448,-1.0239473885759338,1.2693484632795002
3.0266294483907323,-0.10628136223301457,1.2593926437106793,-5.635937285366191e-05,3.036629448390732,-0.10628136223301457,1.2393926437106793
2.987631993000346,-0.10457375967982675,1.2593948446041778,-5.37608483246053e-05,2.9976319930003457,-0.12457375967982676,1.2293948446041778
2.987631993000346,-0.10457375967982675,1.2593948446041778,-5.37608483246053e-05,2.9976319930003457,-0.12457375967982676,1.2293948446041778
2.1098170883751695,-1.3404298804869283,1.259482258117368,0.0002498070444392219,2.1098170883751695,-1.3304298804869283,1.2294822581173679
2.108016855974518,-1.3793261572949547,1.2594828055099003,0.00025323955004400225,2.128016855974518,-1.3693261572949547,1.2794828055099003
2.108016855974518,-1.3793261572949547,1.2594828055099003,0.00025323955004400225,2.128016855974518,-1.3693261572949547,1.2794828055099003
3.394295517760292,-2.2853838263126023,1.2594244622131816,6.955463544516211e-05,3.3642955177602922,-2.2753838263126025,1.2694244622131816
3.4333560281020272,-2.2870325507908698,1.259421600822432,6.700085839016136e-05,3.4033560281020274,-2.2870325507908698,1.269421600822432
3.4333560281020272,-2.2870325507908698,1.259421600822432,6.700085839016136e-05,3.4033560281020274,-2.2870325507908698,1.269421600822432
4.318154536379121,-1.0560077144117845,1.2593096768231269,-0.00023678530391324002,4.318154536379121,-1.0860077144117846,1.269309676823127
4.318154536379121,-1.0560077144117845,1.2593096768231269,-0.00023678530391324002,4.318154536379121,-1.0860077144117846,1.269309676823127
3.0942380336325916,-0.13225444647838477,1.2593779717488276,-6.303610013166618e-05,3.1142380336325917,-0.13225444647838477,1.2793779717488276
3.055371937697379,-0.1304076181346028,1.259381464032995,-6.030250844889636e-05,3.045371937697379,-0.1604076181346028,1.279381464032995
3.055371937697379,-0.1304076181346028,1.259381464032995,-6.030250844889636e-05,3.045371937697379,-0.1604076181346028,1.279381464032995
2.158793294777247,-1.3437723223412277,1.2595206846534441,0.00024819020765513405,2.178793294777247,-1.3737723223412277,1.2595206846534441
2.1569277946579084,-1.382596793012148,1.2595215440856897,0.00025186112888673644,2.1369277946579084,-1.4025967930121481,1.2395215440856897
2.1569277946579084,-1.382596793012148,1.2595215440856897,0.00025186112888673644,2.1369277946579084,-1.4025967930121481,1.2395215440856897
3.2964369456275042,-2.270750911431202,1.2594509733105188,8.54567788129042e-05,3.2864369456275044,-2.270750911431202,1.2794509733105188
3.3349866428784414,-2.2728796410894305,1.2594469918928732,8.246091940299974e-05,3.3549866428784414,-2.2528796410894305,1.2794469918928733
