Latitude,Longitude,Altitude,Est. Latitude,Est. Longitude,Est. Altitude,Roll,Pitch,Yaw
-7.7702902,112.7536129,0.004,-7.77029015030408,112.75361288288116,0.004000363906633255,0.00019318643026053906,0.0001290364656597376,-0.030320486426353453
-7.7702902,112.7536129,0.004,-7.770290216552115,112.7536128880557,0.004000478668094021,0.00019318643026053906,0.0001290364656597376,-0.030320486426353453
-7.7702902,112.7536129,0.004,-7.770290237102733,112.75361291463395,0.004000409003847096,0.00019318643026053906,0.0001290364656597376,-0.030320486426353453
-7.7702902,112.7536129,0.011,-7.770290191142834,112.7536128612741,0.011000200879808984,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290226869215,112.75361285059526,0.011000328758079313,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290241483697,112.75361287808403,0.011000200915886521,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290210841945,112.75361290242279,0.011000095012502091,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290243558233,112.75361291364743,0.01100033834029009,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.7702902014638475,112.75361291258356,0.01100042910057952,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290170921687,112.75361288128587,0.011000354180869571,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290151691435,112.75361292798507,0.0109999823364281,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290220005723,112.75361294410574,0.0110003335878539,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.7702901882913,112.75361291182254,0.011000259244337942,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290205656861,112.75361285336419,0.011000492623862105,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290180903571,112.75361285819176,0.011000206325119721,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290231829025,112.7536128638595,0.011000221670785576,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.77029021756908,112.75361289327601,0.010999963176398779,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.011,-7.770290207602881,112.75361292943573,0.011000143266111352,0.00019629800226539373,0.00012748651206493378,-0.030312761664390564
-7.7702902,112.7536129,0.02,-7.770290155762093,112.7536128645336,0.020000280958610703,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.770290236079272,112.75361290335222,0.02000036217936687,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.770290165733736,112.75361291902327,0.020000103891473293,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.770290211913268,112.75361289029962,0.020000256201039915,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.770290158491895,112.75361285970068,0.020000363217332583,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.7702902483545255,112.75361294494184,0.020000242083323478,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.770290168816346,112.75361290730196,0.02000033498738689,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.7702902088321535,112.75361290381942,0.02000009500737187,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.7702902327124805,112.75361286464208,0.020000390359017295,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.7702901766854655,112.75361292105536,0.020000496884566142,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.770290155820497,112.75361289858529,0.020000252948001025,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.77029024937443,112.75361294756372,0.02000007530807991,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.770290205974293,112.75361292556923,0.020000125806385875,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.770290206654271,112.75361290916918,0.02000014709233479,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.02,-7.770290202469684,112.75361289135107,0.019999962492494,0.00019676627125591039,0.00012512335088104009,-0.03030521273612976
-7.7702902,112.7536129,0.027,-7.770290237734217,112.75361289882048,0.02700002646009869,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.7702902432029815,112.75361293537762,0.027000237645010628,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290175462881,112.75361290115323,0.02700014030003376,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290218635048,112.75361294169944,0.026999956186102483,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290183362525,112.7536128978421,0.027000088810511844,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290199249873,112.7536129311615,0.02700006737069273,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290188474308,112.75361289447049,0.02700032475501222,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290179321786,112.75361290551469,0.027000256230662094,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290172593328,112.75361294762305,0.02700004272190067,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290249440389,112.75361292752602,0.027000000460869335,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290225065743,112.75361286870007,0.02700013572752798,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290150554864,112.75361285004018,0.02700048622142424,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
-7.7702902,112.7536129,0.027,-7.770290196367399,112.75361285247816,0.027000043687506338,0.00019847741350531578,0.0001254262402653694,-0.03029860258102417
