Latitude,Longitude,Altitude,Est. Latitude,Est. Longitude,Est. Altitude
-35.3632622,149.1652375,0.003,-35.363261200000004,149.16523669999998,0.0030001
-35.3632622,149.1652375,0.003,-35.363261800000004,149.16523769999998,0.002999
-35.3632622,149.1652375,0.003,-35.3632613,149.1652378,0.0029987
-35.3632622,149.1652375,0.003,-35.363261800000004,149.16523669999998,0.0030005
-35.3632622,149.1652375,0.003,-35.3632622,149.165237,0.0030009
-35.3632622,149.1652375,0.003,-35.3632609,149.16523819999998,0.0030014
-35.3632622,149.1652375,0.003,-35.3632611,149.16523719999998,0.0030001
-35.3632622,149.1652375,0.003,-35.3632629,149.1652385,0.0029989
-35.3632622,149.1652375,0.003,-35.3632632,149.1652389,0.0030013
-35.3632622,149.1652375,0.003,-35.363263700000005,149.16523859999998,0.0029986
-35.3632622,149.1652375,0.003,-35.3632636,149.1652374,0.0029999000000000002
-35.3632622,149.1652375,0.003,-35.3632608,149.16523619999998,0.0030008
-35.3632622,149.1652375,0.003,-35.3632617,149.16523769999998,0.0030006
-35.3632622,149.1652375,0.003,-35.3632636,149.1652361,0.0029994
-35.3632622,149.1652375,0.003,-35.3632621,149.1652368,0.0029997
-35.3632622,149.1652375,0.003,-35.3632613,149.1652379,0.0029997
-35.3632622,149.1652375,0.003,-35.3632628,149.1652387,0.0029988000000000003
-35.3632622,149.1652375,0.003,-35.3632616,149.16523719999998,0.0029986
-35.3632622,149.1652375,0.003,-35.363262,149.1652388,0.0030013
-35.3632622,149.1652375,0.003,-35.363263,149.165236,0.0030007000000000002
-35.3632622,149.1652375,0.003,-35.3632617,149.16523669999998,0.0030008
-35.3632622,149.1652375,0.003,-35.3632627,149.1652369,0.003001
-35.3632622,149.1652375,0.003,-35.3632608,149.16523719999998,0.0030013
-35.3632622,149.1652375,0.003,-35.363262500000005,149.16523719999998,0.0030013
-35.3632622,149.1652375,0.003,-35.3632635,149.1652379,0.0029995
-35.3632622,149.1652375,0.022,-35.3632636,149.1652388,0.0219992
-35.3632622,149.1652375,0.022,-35.3632609,149.1652383,0.0219992
-35.3632622,149.1652375,0.022,-35.3632635,149.1652387,0.021999699999999997
-35.3632622,149.1652375,0.076,-35.363261,149.16523629999998,0.07599979999999999
-35.3632622,149.1652375,0.076,-35.3632633,149.1652379,0.0760008
-35.3632622,149.1652375,0.19,-35.3632617,149.16523759999998,0.1899991
-35.3632622,149.1652375,0.19,-35.363262,149.1652375,0.1899989
-35.3632622,149.1652375,0.19,-35.3632617,149.16523769999998,0.1899992
-35.3632622,149.1652375,0.466,-35.3632617,149.1652385,0.4659991
-35.3632622,149.1652375,0.466,-35.3632629,149.165237,0.4660013
-35.3632621,149.1652374,0.678,-35.363262,149.1652388,0.6779985000000001
-35.3632621,149.1652374,0.678,-35.3632607,149.165236,0.6780006000000001
-35.3632621,149.1652374,0.844,-35.3632621,149.1652373,0.8440002999999999
-35.3632621,149.1652374,0.844,-35.3632615,149.16523809999998,0.8439994
-35.3632621,149.1652374,0.844,-35.3632625,149.16523709999998,0.8440013
-35.3632621,149.1652374,0.97,-35.3632628,149.16523709999998,0.9699992
-35.3632621,149.1652374,0.97,-35.363262,149.1652383,0.9700006999999999
-35.3632308,149.1652351,0.996,-35.3632303,149.16523569999998,0.995999
-35.3632308,149.1652351,0.996,-35.3632308,149.165234,0.9960006
-35.3632308,149.1652351,0.996,-35.3632315,149.16523469999998,0.9959985
-35.3632308,149.1652351,0.996,-35.363231199999994,149.16523619999998,0.996
-35.3632308,149.1652351,0.996,-35.36323049999999,149.1652351,0.9959992
-35.3632308,149.1652351,0.996,-35.363231299999995,149.16523469999998,0.9959999
-35.3632308,149.1652351,0.996,-35.3632322,149.16523479999998,0.9959996
-35.3632308,149.1652351,0.996,-35.3632297,149.1652346,0.9959993
-35.3632308,149.1652351,0.996,-35.363231999999996,149.165235,0.9960000999999999
-35.3632308,149.1652351,0.996,-35.363231899999995,149.1652364,0.9960008
-35.3632308,149.1652351,0.996,-35.3632321,149.1652356,0.9959995
-35.3632308,149.1652351,0.996,-35.3632321,149.1652342,0.9959992
-35.3632308,149.1652351,0.996,-35.363231199999994,149.1652361,0.9959998
-35.3632308,149.1652351,0.996,-35.363229999999994,149.16523389999998,0.9959988
-35.3632308,149.1652351,0.996,-35.363231899999995,149.1652341,0.9959985
-35.3632308,149.1652351,0.996,-35.363231799999994,149.16523479999998,0.996001
-35.3632308,149.1652351,0.996,-35.3632321,149.1652355,0.9960000999999999
-35.3632308,149.1652351,0.996,-35.3632303,149.16523519999998,0.9959993
-35.3632308,149.1652351,0.996,-35.3632309,149.1652344,0.9959996
-35.3632308,149.1652351,0.996,-35.363231,149.16523619999998,0.9959986
-35.3632308,149.1652351,0.996,-35.363231899999995,149.1652345,0.9959989
-35.3632308,149.1652351,0.996,-35.363230699999995,149.16523379999998,0.9959999
-35.3632308,149.1652351,0.996,-35.3632314,149.1652356,0.9960004
-35.3632308,149.1652351,0.996,-35.363231799999994,149.1652361,0.9960000999999999
-35.3632308,149.1652351,0.996,-35.3632315,149.16523619999998,0.9959989
-35.3632308,149.1652351,0.996,-35.363230099999996,149.1652354,0.996001
-35.3632308,149.1652351,0.996,-35.363230099999996,149.165234,0.9960008
-35.3632308,149.1652351,0.996,-35.3632315,149.165234,0.9960002
-35.3632308,149.1652351,0.996,-35.3632309,149.165234,0.9960007
-35.3632308,149.1652351,0.996,-35.3632316,149.1652365,0.9960009
-35.3632308,149.1652351,0.996,-35.363231,149.1652361,0.9959996
-35.3632308,149.1652351,0.996,-35.3632321,149.1652337,0.996
-35.3632308,149.1652351,0.996,-35.363231999999996,149.16523619999998,0.996001
-35.3632308,149.1652351,0.996,-35.3632297,149.16523519999998,0.9960003
-35.3632308,149.1652351,0.996,-35.3632303,149.1652341,0.9960003
-35.3632308,149.1652351,0.996,-35.3632314,149.16523579999998,0.9959996
-35.3632308,149.1652351,0.996,-35.363230599999994,149.1652361,0.9960005
-35.3632308,149.1652351,0.996,-35.363229399999994,149.1652364,0.9959994
-35.3632308,149.1652351,0.996,-35.3632311,149.1652365,0.9959986
-35.3632308,149.1652351,0.996,-35.363230099999996,149.16523469999998,0.9959998
-35.3632308,149.1652351,0.996,-35.3632314,149.16523619999998,0.9960011
-35.3632308,149.1652351,0.996,-35.3632309,149.16523469999998,0.996001
-35.3632308,149.1652351,0.996,-35.3632322,149.1652361,0.9959991
-35.3632308,149.1652351,0.996,-35.36322989999999,149.1652349,0.996001
-35.3632308,149.1652351,0.996,-35.363229499999996,149.1652336,0.9960014
-35.3632308,149.1652351,0.996,-35.363231199999994,149.1652337,0.9959994
-35.3632308,149.1652351,0.996,-35.3632297,149.1652344,0.9960007
-35.3632308,149.1652351,0.996,-35.363229999999994,149.16523519999998,0.9959986
-35.3632308,149.1652351,0.996,-35.363231799999994,149.16523379999998,0.9960009
-35.3632308,149.1652351,0.996,-35.363230699999995,149.1652356,0.9959988
-35.3632308,149.1652351,0.996,-35.3632321,149.16523389999998,0.9960006
-35.3632308,149.1652351,0.996,-35.36323049999999,149.1652365,0.9959997
-35.3632308,149.1652351,0.996,-35.363231299999995,149.1652364,0.9959994
-35.3632308,149.1652351,0.996,-35.3632317,149.16523389999998,0.9960004
-35.3632308,149.1652351,0.996,-35.3632315,149.16523519999998,0.9960007
-35.3632308,149.1652351,0.996,-35.3632303,149.1652344,0.9960003
-35.3632308,149.1652351,0.996,-35.363231199999994,149.1652344,0.9960008
-35.3632308,149.1652351,0.996,-35.3632323,149.1652361,0.995999
-35.3632308,149.1652351,0.996,-35.3632302,149.16523469999998,0.9959996
-35.3632308,149.1652351,0.996,-35.36322989999999,149.165236,0.9960012
-35.3632308,149.1652351,0.996,-35.363231999999996,149.1652349,0.996001
